Episode,Reward,Steps,Loss,Avg_Q,Epsilon,Success,Collision,Termination,Obstacle_Count
136,-19.0,27,23.055423736572266,9.030109405517578,0.6665709337861376,0,1,Collision,1
137,69.0,41,4.174324989318848,13.905660629272461,0.6645712209847792,1,0,Success,1
138,-16.0,11,6.38046932220459,15.132377624511719,0.6625775073218249,0,1,Collision,1
139,-11.0,31,11.000078201293945,-2.258086919784546,0.6605897747998594,0,1,Collision,1
140,50.0,68,28.41811180114746,13.985261917114258,0.6586080054754598,1,0,Success,1
141,-14.0,23,27.90294075012207,12.929229736328125,0.6566321814590335,0,1,Collision,1
142,-13.0,19,3.3077704906463623,13.372169494628906,0.6546622849146564,0,1,Collision,1
143,66.0,48,6.786638259887695,15.843976974487305,0.6526982980599124,1,0,Success,1
144,-8.0,27,9.84939193725586,-0.3717873990535736,0.6507402031657327,0,1,Collision,1
145,-12.0,8,45.526756286621094,13.234603881835938,0.6487879825562355,0,1,Collision,1
146,-8.0,13,6.940757751464844,16.540578842163086,0.6468416186085668,0,1,Collision,1
147,-15.0,12,43.957740783691406,6.505751609802246,0.6449010937527411,0,1,Collision,1
148,-15.0,12,13.466499328613281,12.625692367553711,0.6429663904714829,0,1,Collision,1
149,-19.0,45,21.771413803100586,-1.112100601196289,0.6410374913000684,0,1,Collision,1
150,-15.0,10,25.46632957458496,-0.6818275451660156,0.6391143788261682,0,1,Collision,1
151,-15.0,8,28.584705352783203,15.843385696411133,0.6371970356896897,0,1,Collision,1
152,-18.0,18,10.341375350952148,9.209304809570312,0.6352854445826206,0,1,Collision,1
153,-10.0,16,18.333059310913086,0.8664999008178711,0.6333795882488727,0,1,Collision,1
154,-11.0,25,35.67176055908203,11.891231536865234,0.6314794494841262,0,1,Collision,1
155,-12.0,9,8.984950065612793,13.863424301147461,0.6295850111356738,0,1,Collision,1
156,-12.0,15,4.536006927490234,17.001598358154297,0.6276962561022668,0,1,Collision,1
157,-13.0,38,18.611370086669922,13.72780990600586,0.62581316733396,0,1,Collision,1
158,-15.0,9,7.915543079376221,16.191085815429688,0.623935727831958,0,1,Collision,1
159,68.0,18,26.03815460205078,17.569671630859375,0.6220639206484622,1,0,Success,1
160,78.0,60,4.332441329956055,17.33633804321289,0.6201977288865168,1,0,Success,1
